event_id,user_id,event_time,event_name,order_value
E4035,U0749,2025-02-16,purchase,90.31
E4036,U0749,2025-01-26,login,
E4037,U0749,2025-03-25,purchase,81.69
E4038,U0749,2025-03-27,feature_used,
E4039,U0750,2025-02-18,browse,
E4040,U0750,2025-01-27,browse,
E4041,U0750,2025-01-06,login,
E4042,U0750,2025-03-15,login,
E4043,U0751,2025-03-02,purchase,70.3
E4044,U0751,2025-02-15,purchase,115.05
E4045,U0751,2025-03-10,purchase,91.26
E4046,U0751,2025-04-24,purchase,26.42
E4047,U0752,2025-03-27,purchase,40.88
E4048,U0752,2025-01-31,purchase,114.61
E4049,U0752,2025-03-28,browse,
E4050,U0752,2025-01-19,purchase,42.35
E4051,U0752,2025-03-09,browse,
E4052,U0752,2025-01-24,purchase,8.84
E4053,U0752,2025-03-25,browse,
E4054,U0752,2025-03-17,feature_used,
E4055,U0753,2025-02-11,browse,
E4056,U0753,2025-04-21,login,
E4057,U0753,2025-01-29,login,
E4058,U0753,2025-04-08,feature_used,
E4059,U0754,2025-02-26,purchase,47.97
E4060,U0754,2025-04-11,browse,
E4061,U0754,2025-03-02,login,
E4062,U0754,2025-04-14,browse,
E4063,U0755,2025-01-31,purchase,92.74
E4064,U0755,2025-04-20,login,
E4065,U0755,2025-03-14,purchase,85.9
E4066,U0755,2025-04-12,login,
E4067,U0755,2025-03-22,browse,
E4068,U0755,2025-03-25,feature_used,
E4069,U0756,2025-04-30,login,
E4070,U0756,2025-04-28,browse,
E4071,U0756,2025-02-25,browse,
E4072,U0756,2025-02-07,browse,
E4073,U0756,2025-04-27,browse,
E4074,U0757,2025-03-13,purchase,71.63
E4075,U0757,2025-04-29,purchase,82.31
E4076,U0757,2025-02-03,login,
E4077,U0757,2025-01-16,login,
E4078,U0757,2025-04-15,login,
E4079,U0757,2025-01-13,purchase,105.95
E4080,U0758,2025-01-26,purchase,40.79
E4081,U0758,2025-04-02,browse,
E4082,U0758,2025-03-24,login,
E4083,U0758,2025-04-12,feature_used,
E4084,U0759,2025-04-18,browse,
E4085,U0759,2025-03-06,browse,
E4086,U0759,2025-03-08,purchase,92.87
E4087,U0760,2025-02-04,purchase,108.93
E4088,U0760,2025-02-08,login,
E4089,U0760,2025-04-02,browse,
E4090,U0760,2025-02-20,browse,
E4091,U0760,2025-01-04,login,
E4092,U0760,2025-03-21,browse,
E4093,U0760,2025-03-18,browse,
E4094,U0761,2025-01-05,purchase,72.07
E4095,U0761,2025-03-30,purchase,22.04
E4096,U0761,2025-01-18,login,
E4097,U0761,2025-04-03,feature_used,
E4098,U0762,2025-01-20,login,
E4099,U0762,2025-03-07,browse,
E4100,U0762,2025-04-09,browse,
E4101,U0762,2025-02-16,browse,
E4102,U0762,2025-04-29,browse,
E4103,U0762,2025-01-19,browse,
E4104,U0762,2025-02-14,purchase,36.53
E4105,U0762,2025-04-10,feature_used,
E4106,U0763,2025-02-16,login,
E4107,U0763,2025-04-07,purchase,87.68
E4108,U0763,2025-01-02,purchase,8.69
E4109,U0763,2025-04-16,browse,
E4110,U0763,2025-03-21,browse,
E4111,U0764,2025-01-20,purchase,23.56
E4112,U0764,2025-04-25,login,
E4113,U0764,2025-03-03,purchase,100.21
E4114,U0764,2025-03-22,login,
E4115,U0765,2025-04-23,login,
E4116,U0765,2025-02-18,browse,
E4117,U0765,2025-04-10,purchase,76.02
E4118,U0766,2025-03-03,browse,
E4119,U0766,2025-02-23,purchase,35.04
E4120,U0766,2025-01-20,login,
E4121,U0767,2025-02-02,purchase,37.76
E4122,U0767,2025-02-15,purchase,61.59
E4123,U0767,2025-03-22,browse,
E4124,U0767,2025-02-14,browse,
E4125,U0767,2025-04-01,feature_used,
E4126,U0768,2025-02-01,browse,
E4127,U0768,2025-01-21,login,
E4128,U0768,2025-02-09,purchase,79.01
E4129,U0768,2025-04-02,purchase,13.39
E4130,U0768,2025-01-27,login,
E4131,U0768,2025-03-16,feature_used,
E4132,U0769,2025-01-28,browse,
E4133,U0769,2025-03-05,login,
E4134,U0769,2025-03-12,purchase,57.94
E4135,U0769,2025-03-18,feature_used,
E4136,U0770,2025-01-30,browse,
E4137,U0770,2025-03-29,purchase,68.64
E4138,U0770,2025-03-25,browse,
E4139,U0770,2025-03-22,feature_used,
E4140,U0771,2025-02-13,browse,
E4141,U0771,2025-01-13,purchase,103.3
E4142,U0771,2025-04-03,login,
E4143,U0771,2025-01-20,browse,
E4144,U0771,2025-03-19,purchase,32.63
E4145,U0771,2025-02-01,browse,
E4146,U0771,2025-03-01,login,
E4147,U0771,2025-04-05,feature_used,
E4148,U0772,2025-01-17,purchase,100.23
E4149,U0772,2025-03-14,purchase,50.04
E4150,U0772,2025-04-09,purchase,8.87
E4151,U0772,2025-02-21,login,
E4152,U0772,2025-04-03,purchase,44.62
E4153,U0773,2025-03-07,login,
E4154,U0773,2025-04-25,login,
E4155,U0773,2025-03-14,browse,
E4156,U0774,2025-02-22,browse,
E4157,U0774,2025-01-15,browse,
E4158,U0774,2025-02-19,purchase,52.26
E4159,U0774,2025-03-12,browse,
E4160,U0774,2025-03-16,login,
E4161,U0774,2025-03-22,feature_used,
E4162,U0775,2025-02-04,login,
E4163,U0775,2025-02-20,login,
E4164,U0775,2025-02-16,login,
E4165,U0775,2025-02-05,browse,
E4166,U0775,2025-03-05,login,
E4167,U0775,2025-04-05,login,
E4168,U0775,2025-03-22,feature_used,
E4169,U0776,2025-02-17,login,
E4170,U0776,2025-03-26,purchase,28.17
E4171,U0776,2025-02-12,purchase,87.4
E4172,U0776,2025-04-26,purchase,24.79
E4173,U0776,2025-02-22,purchase,41.97
E4174,U0776,2025-04-27,login,
E4175,U0777,2025-03-21,purchase,102.89
E4176,U0777,2025-04-13,purchase,18.65
E4177,U0777,2025-04-21,browse,
E4178,U0777,2025-03-29,browse,
E4179,U0777,2025-03-26,login,
E4180,U0778,2025-02-07,purchase,37.54
E4181,U0778,2025-04-11,login,
E4182,U0778,2025-03-25,login,
E4183,U0778,2025-02-02,login,
E4184,U0778,2025-01-29,browse,
E4185,U0778,2025-04-24,login,
E4186,U0778,2025-03-20,login,
E4187,U0779,2025-02-19,login,
E4188,U0779,2025-04-19,login,
E4189,U0779,2025-03-06,purchase,79.48
E4190,U0780,2025-02-14,login,
E4191,U0780,2025-02-13,purchase,46.97
E4192,U0780,2025-03-24,browse,
E4193,U0780,2025-01-18,login,
E4194,U0780,2025-04-30,purchase,59.69
E4195,U0780,2025-03-06,purchase,35.67
E4196,U0781,2025-03-15,browse,
E4197,U0781,2025-02-06,login,
E4198,U0781,2025-01-27,login,
E4199,U0781,2025-01-13,login,
E4200,U0781,2025-02-10,browse,
E4201,U0781,2025-03-07,browse,
E4202,U0782,2025-04-29,browse,
E4203,U0782,2025-02-25,purchase,29.5
E4204,U0782,2025-01-30,login,
E4205,U0782,2025-01-22,login,
E4206,U0783,2025-02-14,browse,
E4207,U0783,2025-03-06,purchase,114.75
E4208,U0783,2025-01-11,login,
E4209,U0783,2025-04-09,feature_used,
E4210,U0784,2025-03-03,login,
E4211,U0784,2025-04-04,browse,
E4212,U0784,2025-04-02,login,
E4213,U0784,2025-04-01,login,
E4214,U0784,2025-02-11,purchase,9.74
E4215,U0784,2025-03-24,purchase,76.73
E4216,U0785,2025-04-28,browse,
E4217,U0785,2025-04-02,browse,
E4218,U0785,2025-04-22,purchase,57.42
E4219,U0786,2025-03-18,login,
E4220,U0786,2025-02-02,browse,
E4221,U0786,2025-03-30,purchase,114.88
E4222,U0787,2025-01-31,browse,
E4223,U0787,2025-01-06,browse,
E4224,U0787,2025-01-11,login,
E4225,U0787,2025-03-18,purchase,94.99
E4226,U0787,2025-01-12,login,
E4227,U0787,2025-04-05,feature_used,
E4228,U0788,2025-01-24,login,
E4229,U0788,2025-03-08,browse,
E4230,U0788,2025-01-30,login,
E4231,U0788,2025-03-11,browse,
E4232,U0788,2025-03-07,purchase,32.1
E4233,U0789,2025-04-18,login,
E4234,U0789,2025-01-12,login,
E4235,U0789,2025-03-23,login,
E4236,U0789,2025-01-09,login,
E4237,U0790,2025-01-24,purchase,95.87
E4238,U0790,2025-04-08,login,
E4239,U0790,2025-03-13,browse,
E4240,U0790,2025-04-18,login,
E4241,U0790,2025-04-27,login,
E4242,U0790,2025-03-30,feature_used,
E4243,U0791,2025-04-12,browse,
E4244,U0791,2025-03-01,browse,
E4245,U0791,2025-04-13,login,
E4246,U0791,2025-03-29,feature_used,
E4247,U0792,2025-01-21,browse,
E4248,U0792,2025-01-18,browse,
E4249,U0792,2025-04-04,purchase,24.14
E4250,U0792,2025-03-01,purchase,110.46
E4251,U0792,2025-01-13,browse,
E4252,U0792,2025-01-24,browse,
E4253,U0793,2025-04-04,browse,
E4254,U0793,2025-02-10,login,
E4255,U0793,2025-04-04,browse,
E4256,U0793,2025-02-26,browse,
E4257,U0794,2025-04-22,purchase,92.99
E4258,U0794,2025-03-09,login,
E4259,U0794,2025-03-06,login,
E4260,U0794,2025-02-24,purchase,76.6
E4261,U0795,2025-01-07,purchase,104.79
E4262,U0795,2025-04-04,login,
E4263,U0795,2025-01-30,browse,
E4264,U0795,2025-04-30,browse,
E4265,U0795,2025-01-19,browse,
E4266,U0795,2025-04-13,login,
E4267,U0795,2025-03-18,feature_used,
E4268,U0796,2025-01-21,purchase,73.02
E4269,U0796,2025-04-02,purchase,25.52
E4270,U0796,2025-04-07,login,
E4271,U0796,2025-01-06,browse,
E4272,U0796,2025-02-10,purchase,94.34
E4273,U0796,2025-01-15,login,
E4274,U0797,2025-04-22,login,
E4275,U0797,2025-03-27,purchase,27.33
E4276,U0797,2025-04-15,browse,
E4277,U0797,2025-02-12,login,
E4278,U0798,2025-02-13,login,
E4279,U0798,2025-04-06,browse,
E4280,U0798,2025-04-29,login,
E4281,U0798,2025-01-05,browse,
E4282,U0798,2025-04-13,browse,
E4283,U0798,2025-03-14,purchase,63.11
E4284,U0799,2025-02-07,purchase,27.5
E4285,U0799,2025-02-13,browse,
E4286,U0799,2025-02-26,purchase,22.61
E4287,U0799,2025-04-05,feature_used,
E4288,U0800,2025-03-23,purchase,95.3
E4289,U0800,2025-02-09,login,
E4290,U0800,2025-02-16,login,
E4291,U0800,2025-02-10,login,
E4292,U0800,2025-02-16,browse,
E4293,U0800,2025-04-06,feature_used,
E4294,U0801,2025-04-01,browse,
E4295,U0801,2025-01-06,browse,
E4296,U0801,2025-02-04,login,
E4297,U0801,2025-04-13,login,
E4298,U0801,2025-02-07,browse,
E4299,U0801,2025-02-04,browse,
E4300,U0801,2025-04-10,feature_used,
E4301,U0802,2025-04-13,purchase,14.54
E4302,U0802,2025-04-24,login,
E4303,U0802,2025-01-04,browse,
E4304,U0802,2025-01-05,purchase,118.85
E4305,U0802,2025-03-09,browse,
E4306,U0802,2025-04-07,feature_used,
E4307,U0803,2025-02-08,login,
E4308,U0803,2025-01-26,browse,
E4309,U0803,2025-02-12,browse,
E4310,U0803,2025-02-05,purchase,103.09
E4311,U0803,2025-02-08,browse,
E4312,U0803,2025-04-13,feature_used,
E4313,U0804,2025-03-12,login,
E4314,U0804,2025-01-27,purchase,119.28
E4315,U0804,2025-03-30,browse,
E4316,U0804,2025-04-30,purchase,37.67
E4317,U0804,2025-02-15,purchase,108.83
E4318,U0805,2025-04-20,browse,
E4319,U0805,2025-03-18,login,
E4320,U0805,2025-02-23,login,
E4321,U0805,2025-01-29,login,
E4322,U0806,2025-01-14,purchase,47.42
E4323,U0806,2025-04-11,purchase,25.6
E4324,U0806,2025-03-14,purchase,10.99
E4325,U0806,2025-03-13,browse,
E4326,U0806,2025-02-08,browse,
E4327,U0806,2025-02-09,browse,
E4328,U0806,2025-02-23,purchase,101.66
E4329,U0807,2025-02-23,purchase,61.03
E4330,U0807,2025-03-31,login,
E4331,U0807,2025-03-22,purchase,90.99
E4332,U0807,2025-04-28,purchase,93.49
E4333,U0807,2025-01-28,purchase,14.47
E4334,U0808,2025-01-08,login,
E4335,U0808,2025-02-11,browse,
E4336,U0808,2025-03-17,browse,
E4337,U0808,2025-02-11,browse,
E4338,U0808,2025-03-31,feature_used,
E4339,U0809,2025-01-16,login,
E4340,U0809,2025-04-11,browse,
E4341,U0809,2025-01-03,purchase,9.03
E4342,U0809,2025-04-01,login,
E4343,U0809,2025-03-20,purchase,12.58
E4344,U0809,2025-04-08,login,
E4345,U0809,2025-04-11,feature_used,
E4346,U0810,2025-03-29,browse,
E4347,U0810,2025-03-26,purchase,78.55
E4348,U0810,2025-04-15,purchase,36.45
E4349,U0810,2025-04-09,feature_used,
E4350,U0811,2025-03-04,purchase,79.4
E4351,U0811,2025-02-14,login,
E4352,U0811,2025-03-14,login,
E4353,U0812,2025-03-11,purchase,83.07
E4354,U0812,2025-01-28,browse,
E4355,U0812,2025-02-14,purchase,19.55
E4356,U0812,2025-01-26,browse,
E4357,U0812,2025-01-28,browse,
E4358,U0812,2025-02-09,purchase,71.99
E4359,U0812,2025-04-04,feature_used,
E4360,U0813,2025-02-07,login,
E4361,U0813,2025-03-26,browse,
E4362,U0813,2025-03-01,login,
E4363,U0813,2025-02-07,login,
E4364,U0813,2025-04-14,login,
E4365,U0813,2025-01-15,purchase,115.35
E4366,U0813,2025-01-18,purchase,60.09
E4367,U0813,2025-03-25,feature_used,
E4368,U0814,2025-04-23,purchase,114.6
E4369,U0814,2025-03-25,purchase,61.88
E4370,U0814,2025-03-14,purchase,23.32
E4371,U0814,2025-01-01,purchase,67.51
E4372,U0814,2025-02-27,purchase,71.21
E4373,U0814,2025-01-03,purchase,79.69
E4374,U0814,2025-04-06,feature_used,
E4375,U0815,2025-02-15,browse,
E4376,U0815,2025-02-03,purchase,26.89
E4377,U0815,2025-02-02,purchase,31.57
E4378,U0815,2025-04-02,login,
E4379,U0815,2025-04-05,login,
E4380,U0816,2025-03-04,browse,
E4381,U0816,2025-03-20,browse,
E4382,U0816,2025-03-18,browse,
E4383,U0817,2025-01-08,browse,
E4384,U0817,2025-04-10,purchase,117.3
E4385,U0817,2025-01-21,browse,
E4386,U0817,2025-02-25,browse,
E4387,U0818,2025-02-13,login,
E4388,U0818,2025-03-12,browse,
E4389,U0818,2025-01-08,login,
E4390,U0819,2025-02-11,purchase,60.42
E4391,U0819,2025-02-13,purchase,73.27
E4392,U0819,2025-03-22,browse,
E4393,U0819,2025-04-27,login,
E4394,U0819,2025-02-07,login,
E4395,U0819,2025-04-09,browse,
E4396,U0819,2025-04-21,login,
E4397,U0820,2025-01-30,login,
E4398,U0820,2025-04-26,browse,
E4399,U0820,2025-04-10,browse,
E4400,U0820,2025-01-02,login,
E4401,U0820,2025-02-27,browse,
E4402,U0820,2025-02-05,login,
E4403,U0821,2025-02-12,purchase,40.23
E4404,U0821,2025-04-05,purchase,66.7
E4405,U0821,2025-03-19,purchase,34.49
E4406,U0821,2025-02-23,login,
E4407,U0821,2025-03-25,feature_used,
E4408,U0822,2025-02-21,browse,
E4409,U0822,2025-02-26,login,
E4410,U0822,2025-03-29,purchase,46.13
E4411,U0822,2025-01-28,purchase,17.63
E4412,U0822,2025-02-05,purchase,50.64
E4413,U0822,2025-04-26,login,
E4414,U0823,2025-03-23,login,
E4415,U0823,2025-02-25,browse,
E4416,U0823,2025-02-15,login,
E4417,U0823,2025-02-16,login,
E4418,U0823,2025-03-20,browse,
E4419,U0823,2025-04-11,purchase,87.49
E4420,U0824,2025-03-06,login,
E4421,U0824,2025-02-19,browse,
E4422,U0824,2025-04-03,browse,
E4423,U0824,2025-01-01,browse,
E4424,U0824,2025-03-13,browse,
E4425,U0825,2025-03-30,purchase,100.1
E4426,U0825,2025-02-19,purchase,107.9
E4427,U0825,2025-02-28,login,
E4428,U0825,2025-03-10,purchase,112.47
E4429,U0825,2025-02-03,purchase,66.96
E4430,U0826,2025-04-20,login,
E4431,U0826,2025-03-31,browse,
E4432,U0826,2025-01-10,browse,
E4433,U0826,2025-01-17,login,
E4434,U0827,2025-04-30,purchase,58.1
E4435,U0827,2025-04-28,login,
E4436,U0827,2025-01-09,purchase,88.69
E4437,U0827,2025-03-27,login,
E4438,U0827,2025-03-25,feature_used,
E4439,U0828,2025-03-24,purchase,73.75
E4440,U0828,2025-03-04,login,
E4441,U0828,2025-03-25,purchase,45.58
E4442,U0828,2025-02-13,browse,
E4443,U0828,2025-02-08,login,
E4444,U0828,2025-02-09,login,
E4445,U0828,2025-03-16,feature_used,
E4446,U0829,2025-02-14,browse,
E4447,U0829,2025-01-18,browse,
E4448,U0829,2025-03-29,browse,
E4449,U0830,2025-04-27,browse,
E4450,U0830,2025-02-25,login,
E4451,U0830,2025-01-12,browse,
E4452,U0830,2025-04-06,browse,
E4453,U0830,2025-04-02,purchase,24.06
E4454,U0830,2025-02-24,purchase,12.48
E4455,U0830,2025-01-28,browse,
E4456,U0831,2025-04-09,browse,
E4457,U0831,2025-02-18,purchase,41.43
E4458,U0831,2025-03-21,login,
E4459,U0831,2025-04-14,browse,
E4460,U0831,2025-04-08,feature_used,
E4461,U0832,2025-02-25,login,
E4462,U0832,2025-03-19,purchase,47.06
E4463,U0832,2025-01-14,browse,
E4464,U0832,2025-03-19,browse,
E4465,U0832,2025-03-24,feature_used,
E4466,U0833,2025-01-20,purchase,57.41
E4467,U0833,2025-03-15,purchase,117.8
E4468,U0833,2025-01-10,purchase,46.88
E4469,U0833,2025-03-29,login,
E4470,U0833,2025-02-03,browse,
E4471,U0833,2025-03-02,purchase,75.21
E4472,U0833,2025-04-02,login,
E4473,U0834,2025-01-24,browse,
E4474,U0834,2025-01-11,purchase,94.37
E4475,U0834,2025-02-21,browse,
E4476,U0834,2025-04-25,login,
E4477,U0834,2025-01-17,purchase,7.12
E4478,U0834,2025-02-06,purchase,25.09
E4479,U0834,2025-01-13,login,
E4480,U0834,2025-04-05,feature_used,
E4481,U0835,2025-03-15,login,
E4482,U0835,2025-03-15,login,
E4483,U0835,2025-04-26,browse,
E4484,U0835,2025-01-29,browse,
E4485,U0835,2025-03-28,feature_used,
E4486,U0836,2025-02-22,login,
E4487,U0836,2025-03-26,login,
E4488,U0836,2025-01-17,login,
E4489,U0836,2025-02-15,login,
E4490,U0836,2025-04-14,login,
E4491,U0837,2025-03-06,browse,
E4492,U0837,2025-02-06,browse,
E4493,U0837,2025-03-11,purchase,119.96
E4494,U0838,2025-02-06,purchase,39.61
E4495,U0838,2025-01-31,login,
E4496,U0838,2025-03-17,browse,
E4497,U0838,2025-04-09,browse,
E4498,U0838,2025-04-04,purchase,40.89
E4499,U0838,2025-02-17,login,
E4500,U0838,2025-01-06,purchase,41.52
E4501,U0838,2025-04-05,feature_used,
E4502,U0839,2025-02-15,login,
E4503,U0839,2025-03-14,browse,
E4504,U0839,2025-03-25,browse,
E4505,U0839,2025-02-28,login,
E4506,U0840,2025-03-05,login,
E4507,U0840,2025-03-10,browse,
E4508,U0840,2025-02-09,browse,
E4509,U0840,2025-03-16,browse,
E4510,U0840,2025-01-01,purchase,7.13
E4511,U0840,2025-04-27,login,
E4512,U0840,2025-04-16,login,
E4513,U0841,2025-03-11,purchase,15.19
E4514,U0841,2025-02-01,purchase,47.83
E4515,U0841,2025-04-22,browse,
E4516,U0841,2025-01-11,purchase,73.53
E4517,U0841,2025-01-10,login,
E4518,U0841,2025-04-21,purchase,92.11
E4519,U0841,2025-02-08,purchase,34.46
E4520,U0841,2025-04-06,feature_used,
E4521,U0842,2025-04-06,browse,
E4522,U0842,2025-04-09,browse,
E4523,U0842,2025-04-05,browse,
E4524,U0842,2025-04-19,purchase,114.78
E4525,U0842,2025-04-27,browse,
E4526,U0843,2025-04-12,purchase,26.19
E4527,U0843,2025-01-25,browse,
E4528,U0843,2025-03-09,login,
E4529,U0843,2025-02-10,purchase,31.33
E4530,U0843,2025-03-17,feature_used,
E4531,U0844,2025-04-27,purchase,107.34
E4532,U0844,2025-04-24,login,
E4533,U0844,2025-02-15,purchase,59.65
E4534,U0844,2025-01-16,browse,
E4535,U0844,2025-01-14,login,
E4536,U0844,2025-01-09,browse,
E4537,U0844,2025-04-21,login,
E4538,U0844,2025-04-13,feature_used,
E4539,U0845,2025-03-21,purchase,11.17
E4540,U0845,2025-01-07,browse,
E4541,U0845,2025-01-07,login,
E4542,U0845,2025-02-19,login,
E4543,U0845,2025-04-24,browse,
E4544,U0845,2025-01-02,login,
E4545,U0845,2025-03-19,feature_used,
E4546,U0846,2025-03-16,purchase,74.7
E4547,U0846,2025-01-05,browse,
E4548,U0846,2025-04-23,login,
E4549,U0846,2025-04-28,login,
E4550,U0846,2025-04-06,login,
E4551,U0846,2025-02-05,browse,
E4552,U0846,2025-03-20,purchase,116.5
E4553,U0846,2025-03-27,feature_used,
E4554,U0847,2025-02-27,purchase,37.3
E4555,U0847,2025-01-18,browse,
E4556,U0847,2025-03-21,login,
E4557,U0847,2025-03-22,login,
E4558,U0847,2025-03-27,feature_used,
E4559,U0848,2025-04-09,browse,
E4560,U0848,2025-03-11,login,
E4561,U0848,2025-01-14,purchase,49.54
E4562,U0848,2025-01-04,purchase,84.87
E4563,U0848,2025-04-19,purchase,79.16
E4564,U0848,2025-04-25,login,
E4565,U0849,2025-03-02,browse,
E4566,U0849,2025-04-19,purchase,46.49
E4567,U0849,2025-01-30,login,
E4568,U0849,2025-04-08,login,
E4569,U0849,2025-04-01,feature_used,
E4570,U0850,2025-03-12,login,
E4571,U0850,2025-02-26,browse,
E4572,U0850,2025-01-19,purchase,96.1
E4573,U0850,2025-03-29,browse,
E4574,U0850,2025-03-20,login,
E4575,U0850,2025-04-06,feature_used,
E4576,U0851,2025-04-11,login,
E4577,U0851,2025-03-02,purchase,34.2
E4578,U0851,2025-03-16,purchase,13.82
E4579,U0851,2025-02-24,browse,
E4580,U0851,2025-03-16,browse,
E4581,U0851,2025-01-13,purchase,14.37
E4582,U0851,2025-01-14,browse,
E4583,U0852,2025-01-30,login,
E4584,U0852,2025-01-30,login,
E4585,U0852,2025-03-23,browse,
E4586,U0852,2025-01-31,purchase,111.17
E4587,U0853,2025-04-25,purchase,29.02
E4588,U0853,2025-04-10,purchase,53.4
E4589,U0853,2025-03-02,login,
E4590,U0853,2025-03-25,purchase,11.45
E4591,U0853,2025-02-24,browse,
E4592,U0853,2025-03-24,feature_used,
E4593,U0854,2025-02-01,purchase,116.09
E4594,U0854,2025-02-14,purchase,44.04
E4595,U0854,2025-02-11,purchase,99.96
E4596,U0854,2025-02-22,purchase,111.85
E4597,U0854,2025-04-20,purchase,117.89
E4598,U0854,2025-01-09,purchase,24.73
E4599,U0855,2025-03-25,purchase,113.77
E4600,U0855,2025-04-02,login,
E4601,U0855,2025-01-25,purchase,23.71
E4602,U0856,2025-04-10,purchase,90.58
E4603,U0856,2025-03-07,browse,
E4604,U0856,2025-01-18,purchase,111.51
E4605,U0856,2025-03-18,browse,
E4606,U0856,2025-04-09,feature_used,
E4607,U0857,2025-02-07,browse,
E4608,U0857,2025-02-24,purchase,49.78
E4609,U0857,2025-01-28,purchase,33.36
E4610,U0857,2025-03-15,browse,
E4611,U0858,2025-02-21,browse,
E4612,U0858,2025-02-05,browse,
E4613,U0858,2025-01-28,login,
E4614,U0858,2025-03-19,login,
E4615,U0858,2025-02-27,login,
E4616,U0859,2025-01-31,login,
E4617,U0859,2025-01-27,purchase,75.68
E4618,U0859,2025-02-27,login,
E4619,U0859,2025-01-25,purchase,60.23
E4620,U0859,2025-03-10,login,
E4621,U0859,2025-03-11,purchase,46.34
E4622,U0860,2025-03-24,browse,
E4623,U0860,2025-02-08,purchase,41.2
E4624,U0860,2025-01-06,purchase,67.65
E4625,U0860,2025-03-24,browse,
E4626,U0860,2025-02-26,purchase,105.01
E4627,U0860,2025-04-02,browse,
E4628,U0860,2025-03-22,purchase,119.27
E4629,U0860,2025-04-09,feature_used,
E4630,U0861,2025-03-27,browse,
E4631,U0861,2025-02-19,login,
E4632,U0861,2025-03-20,browse,
E4633,U0861,2025-04-13,login,
E4634,U0861,2025-01-10,purchase,107.97
E4635,U0861,2025-01-21,purchase,9.83
E4636,U0861,2025-04-29,login,
E4637,U0862,2025-02-22,browse,
E4638,U0862,2025-01-02,purchase,6.78
E4639,U0862,2025-03-09,purchase,26.96
E4640,U0862,2025-03-06,purchase,52.81
E4641,U0862,2025-03-20,browse,
E4642,U0862,2025-02-26,login,
E4643,U0862,2025-04-07,browse,
E4644,U0863,2025-03-25,purchase,19.07
E4645,U0863,2025-04-18,login,
E4646,U0863,2025-04-01,browse,
E4647,U0863,2025-02-07,purchase,87.0
E4648,U0863,2025-02-28,login,
E4649,U0863,2025-02-11,login,
E4650,U0864,2025-01-18,login,
E4651,U0864,2025-02-14,login,
E4652,U0864,2025-04-03,browse,
E4653,U0864,2025-04-09,feature_used,
E4654,U0865,2025-02-05,login,
E4655,U0865,2025-04-07,browse,
E4656,U0865,2025-01-23,login,
E4657,U0865,2025-02-09,purchase,33.93
E4658,U0865,2025-04-12,feature_used,
E4659,U0866,2025-01-15,browse,
E4660,U0866,2025-04-24,browse,
E4661,U0866,2025-04-24,purchase,68.48
E4662,U0866,2025-01-25,login,
E4663,U0866,2025-02-22,purchase,115.81
E4664,U0866,2025-01-21,browse,
E4665,U0866,2025-04-29,browse,
E4666,U0867,2025-02-05,browse,
E4667,U0867,2025-03-24,login,
E4668,U0867,2025-01-09,purchase,12.03
E4669,U0867,2025-03-12,purchase,42.9
E4670,U0867,2025-03-23,feature_used,
E4671,U0868,2025-03-28,purchase,56.79
E4672,U0868,2025-04-28,login,
E4673,U0868,2025-02-05,login,
E4674,U0868,2025-04-27,purchase,96.37
E4675,U0868,2025-04-14,login,
E4676,U0868,2025-01-03,browse,
E4677,U0868,2025-04-08,browse,
E4678,U0868,2025-03-29,feature_used,
E4679,U0869,2025-03-29,browse,
E4680,U0869,2025-04-26,purchase,118.77
E4681,U0869,2025-04-20,browse,
E4682,U0869,2025-01-08,browse,
E4683,U0869,2025-03-10,purchase,46.65
E4684,U0870,2025-03-08,purchase,29.09
E4685,U0870,2025-03-16,purchase,54.87
E4686,U0870,2025-01-03,login,
E4687,U0870,2025-01-28,login,
E4688,U0870,2025-03-15,login,
E4689,U0870,2025-04-24,login,
E4690,U0870,2025-04-07,login,
E4691,U0870,2025-04-04,feature_used,
E4692,U0871,2025-02-20,browse,
E4693,U0871,2025-01-21,login,
E4694,U0871,2025-03-01,browse,
E4695,U0871,2025-02-20,login,
E4696,U0871,2025-01-21,login,
E4697,U0871,2025-04-17,browse,
E4698,U0872,2025-03-27,purchase,42.26
E4699,U0872,2025-02-03,browse,
E4700,U0872,2025-02-25,browse,
E4701,U0873,2025-01-21,browse,
E4702,U0873,2025-01-02,purchase,93.21
E4703,U0873,2025-03-31,purchase,18.39
E4704,U0873,2025-04-05,browse,
E4705,U0873,2025-03-31,browse,
E4706,U0873,2025-02-25,login,
E4707,U0874,2025-02-03,purchase,104.18
E4708,U0874,2025-04-15,purchase,98.41
E4709,U0874,2025-02-13,purchase,47.3
E4710,U0875,2025-01-11,purchase,42.35
E4711,U0875,2025-03-20,purchase,92.61
E4712,U0875,2025-01-29,browse,
E4713,U0875,2025-04-24,browse,
E4714,U0875,2025-02-14,browse,
E4715,U0875,2025-03-09,purchase,30.93
E4716,U0875,2025-04-23,purchase,60.87
E4717,U0875,2025-03-29,feature_used,
E4718,U0876,2025-03-29,browse,
E4719,U0876,2025-02-24,browse,
E4720,U0876,2025-04-29,browse,
E4721,U0877,2025-04-05,purchase,27.94
E4722,U0877,2025-01-11,login,
E4723,U0877,2025-04-28,purchase,72.14
E4724,U0877,2025-01-16,purchase,15.43
E4725,U0877,2025-03-14,browse,
E4726,U0877,2025-04-21,browse,
E4727,U0877,2025-03-19,browse,
E4728,U0878,2025-03-03,login,
E4729,U0878,2025-04-18,login,
